Batch	Source Language	ID	Type	Text	English MT	Arabic MT	Annotator ID	Bias	Propaganda	Comments
B10	Arabic	2345	IAA	#عاجل | حماس: تكرار بايدن للكذب المفضوح سلوك صهيوني يهدف للتغطية على جريمة الإبادة والتطهير العرقي بالسلاح الأمريكي #حرب_غزة	#Urgent | Hamas: Biden’s repetition of blatant lies is Zionist behavior aimed at covering up the crime of genocide and ethnic cleansing with American weapons #Gaza_War	#عاجل | حماس: تكرار بايدن للكذب المفضوح سلوك صهيوني يهدف للتغطية على جريمة الإبادة والتطهير العرقي بالسلاح الأمريكي #حرب_غزة				
B10	Arabic	2380	IAA	القيادي في حماس أسامة حمدان: حماس تعلن أنها ستلتزم بأي قرار بوقف إطلاق النار يصدر عن محكمة العدل الدولية، وستطلق سراح المحتجزين لديها إذا أطلق العدو الإسرائيلي سراح أسرانا #حرب_غزة #الأخبار	Hamas leader Osama Hamdan: Hamas announces that it will abide by any ceasefire decision issued by the International Court of Justice, and will release its detainees if the Israeli enemy releases our prisoners #Gaza_War #News	القيادي في حماس أسامة حمدان: حماس تعلن أنها ستلتزم بأي قرار بوقف إطلاق النار يصدر عن محكمة العدل الدولية، وستطلق سراح المحتجزين لديها إذا أطلق العدو الإسرائيلي سراح أسرانا #حرب_غزة #الأخبار				
B10	Arabic	2409	IAA	عاجل | "سي إن إن" عن مسؤولين بإدارة بايدن: نتوقع استمرار الغزو جنوب غزة إلى شهر يناير قبل استهداف إسرائيل قادة "حـ.ـمـ.ـا.س" بشكل ضيق	Urgent | CNN, citing Biden administration officials: We expect the invasion of southern Gaza to continue until January before Israel narrowly targets Hamas leaders.	عاجل | "سي إن إن" عن مسؤولين بإدارة بايدن: نتوقع استمرار الغزو جنوب غزة إلى شهر يناير قبل استهداف إسرائيل قادة "حـ.ـمـ.ـا.س" بشكل ضيق				
B10	Arabic	2434	IAA	#عاجل | نتنياهو: لا بد من تفكيك قدرات حماس العسكرية وإنهاء حكمها السياسي في #غزة، وعدم تدمير الحركة يتناقض مع التوجيهات الواضحة لحكومة الحرب الإسرائيلية #حرب_غزة	#Urgent | Netanyahu: Hamas’s military capabilities must be dismantled and its political rule in #Gaza must be ended, and not destroying the movement contradicts the clear directives of the Israeli war government #Gaza_War	#عاجل | نتنياهو: لا بد من تفكيك قدرات حماس العسكرية وإنهاء حكمها السياسي في #غزة، وعدم تدمير الحركة يتناقض مع التوجيهات الواضحة لحكومة الحرب الإسرائيلية #حرب_غزة				
B10	Arabic	2469	IAA	الجيش الإسرائيلي يتهم حماس بخرق التهدئة في #غزة: إصابة جنود بتفجير عبوات ناسفة وإطلاق نار استهدفهم في القطاع #فلسطين #الحدث	The Israeli army accuses Hamas of violating the truce in #Gaza: soldiers were injured by detonating explosive devices and shooting targeted them in the Strip #Palestine #Event	الجيش الإسرائيلي يتهم حماس بخرق التهدئة في #غزة: إصابة جنود بتفجير عبوات ناسفة وإطلاق نار استهدفهم في القطاع #فلسطين #الحدث				
B10	Arabic	2488	IAA	عاجل | "إن بي سي" عن مسؤولين: إسرائيل ترفض وقف إطلاق النار مقابل إطلاق سراح جميع الرهائن إذا بقيت "حمـ.ـاس" في السلطة	Urgent | NBC reports on officials: Israel rejects a ceasefire in exchange for the release of all hostages if Hamas remains in power.	عاجل | "إن بي سي" عن مسؤولين: إسرائيل ترفض وقف إطلاق النار مقابل إطلاق سراح جميع الرهائن إذا بقيت "حمـ.ـاس" في السلطة				
B10	Arabic	2542	IAA	عاجل | البيت الأبيض: - بايدن ونتنياهو ناقشا وقف القتال وزيادة المساعدات الإنسانية الإضافية إلى غزة - نتنياهو شكر بايدن على جهوده في التوصل إلى الاتفاق وتطبيقه - الرئيس بايدن رحب بإفراج حماس عن الرهائن خلال الأيام الثلاثة الماضية بما في ذلك طفلة أمريكية - بايدن ونتنياهو اتفقا على مواصلة العمل للإفراج عن جميع الرهائن	Urgent | The White House: - Biden and Netanyahu discussed stopping the fighting and increasing additional humanitarian aid to Gaza - Netanyahu thanked Biden for his efforts in reaching the agreement and implementing it - President Biden welcomed Hamas’ release of hostages during the past three days, including an American child - Biden and Netanyahu agreed to continue working To release all hostages	عاجل | البيت الأبيض: - بايدن ونتنياهو ناقشا وقف القتال وزيادة المساعدات الإنسانية الإضافية إلى غزة - نتنياهو شكر بايدن على جهوده في التوصل إلى الاتفاق وتطبيقه - الرئيس بايدن رحب بإفراج حماس عن الرهائن خلال الأيام الثلاثة الماضية بما في ذلك طفلة أمريكية - بايدن ونتنياهو اتفقا على مواصلة العمل للإفراج عن جميع الرهائن				
B10	Arabic	3036	IAA	📌تقول سارة عيدان ملكة جمال العراق سابقا في تغريدة لها من إسرائيل: ‼ انا زرت كفار عزة، مكانًا شهد مأساة مروعة بسبب تسلل حماس ما افضى إلى مذبحة لعائلات إسرائيلية بريئة في منازلها. يقع المكان على بعد ميل واحد فقط من غزة، وشاهدنا كيف تمكنت القبة الحديدية من اعتراض الصواريخ التي أطلقتها حماس. جلبت معي الزي العسكري القديم الخاص بي من العراق لأكون مستعدًة نفسيًا، لكنني لا زالت تحت اثر الصدمة ولا أجد الكلمات المناسبة. لم أر في حياتي، حتى في ظل رعب داعش، مثل هذه الوحشية. ما كان يعد مجتمعًا حيويًا في السابق، تأتيك ارتدادات صمت المأساة ‼ @RealSarahIdan	📌 Sarah Idan, former Miss Iraq, said in her tweet from Israel: “I visited Kfar Azza, a place that witnessed a horrific tragedy due to Hamas infiltration, which led to the massacre of innocent Israeli families in their homes. The place is located just one mile from Gaza, and we saw how Iron Dome was able to intercept rockets fired by Hamas. I brought my old military uniform with me from Iraq to be psychologically prepared, but I am still in shock and cannot find the right words. In my life, even with the horror of ISIS, I have never seen such brutality. What was once a vibrant community, comes with the echoes of the silence of tragedy‼ @RealSarahIdan	📌تقول سارة عيدان ملكة جمال العراق سابقا في تغريدة لها من إسرائيل: ‼ انا زرت كفار عزة، مكانًا شهد مأساة مروعة بسبب تسلل حماس ما افضى إلى مذبحة لعائلات إسرائيلية بريئة في منازلها. يقع المكان على بعد ميل واحد فقط من غزة، وشاهدنا كيف تمكنت القبة الحديدية من اعتراض الصواريخ التي أطلقتها حماس. جلبت معي الزي العسكري القديم الخاص بي من العراق لأكون مستعدًة نفسيًا، لكنني لا زالت تحت اثر الصدمة ولا أجد الكلمات المناسبة. لم أر في حياتي، حتى في ظل رعب داعش، مثل هذه الوحشية. ما كان يعد مجتمعًا حيويًا في السابق، تأتيك ارتدادات صمت المأساة ‼ @RealSarahIdan				
B10	Arabic	4900	IAA	#حماس تعلن أنها نقلت الأسرى الإسرائيليين إلى أنفاق تحت الأرض في #غزة #الحدث_عاجل 📺 لآخر التطورات تابعونا على رابط البث المباشر 👇 bit.ly/3O43PDy:=:https://www.youtube.com/watch?v=-hCJP9aI-HI #فلسطين #الحدث	#Hamas announces that it has transferred Israeli prisoners to underground tunnels in #Gaza #Urgent_event 📺 For the latest developments, follow us on the live broadcast link 👇 bit.ly/3O43PDy :=: https://www.youtube.com/watch?v=-hCJP9aI- HI #Palestine #Event	#حماس تعلن أنها نقلت الأسرى الإسرائيليين إلى أنفاق تحت الأرض في #غزة #الحدث_عاجل 📺 لآخر التطورات تابعونا على رابط البث المباشر 👇 bit.ly/3O43PDy:=:https://www.youtube.com/watch?v=-hCJP9aI-HI #فلسطين #الحدث				
B10	Arabic	8431	IAA	كيف سيتم إطلاق سرح الرهائن الإسرائيليين عند #حماس.. بالقوة أم بالمفاوضات؟	How will the Israeli hostages held by #Hamas be released... by force or through negotiations?	كيف سيتم إطلاق سرح الرهائن الإسرائيليين عند #حماس.. بالقوة أم بالمفاوضات؟				
B10	Arabic	8693	IAA	قتل صحافيان الأحد جراء قصف إسرائيلي استهدف مدينة رفح بجنوب غزة، وفق ما أفادت وزارة الصحة في القطاع. وحسب المصدر ذاته، فإن أحد الصحافيين القتيلين متعاون مع وكالة الأنباء الفرنسية والثاني نجل مدير مكتب قناة "الجزيرة" في القطاع وائل الدحدوح. وحسب لجنة حماية الصحافيين فإن الحرب بين حماس وإسرائيل هي الأكثر دموية بالنسبة للصحافيين منذ بدء جمع البيانات في عام 1992.	Two journalists were killed on Sunday as a result of an Israeli bombing targeting the city of Rafah in southern Gaza, according to the Ministry of Health in the Strip. According to the same source, one of the killed journalists was a collaborator with the French Press Agency, and the second was the son of Wael Al-Dahdouh, director of Al-Jazeera’s office in the Gaza Strip. According to the Committee to Protect Journalists, the war between Hamas and Israel is the bloodiest for journalists since data collection began in 1992.	قتل صحافيان الأحد جراء قصف إسرائيلي استهدف مدينة رفح بجنوب غزة، وفق ما أفادت وزارة الصحة في القطاع. وحسب المصدر ذاته، فإن أحد الصحافيين القتيلين متعاون مع وكالة الأنباء الفرنسية والثاني نجل مدير مكتب قناة "الجزيرة" في القطاع وائل الدحدوح. وحسب لجنة حماية الصحافيين فإن الحرب بين حماس وإسرائيل هي الأكثر دموية بالنسبة للصحافيين منذ بدء جمع البيانات في عام 1992.				
B10	Arabic	9227	IAA	يبدو ان ليس بعدد قليل من الدول غير معنية بتمويل نشاط مغتصبين وقتلى؟ هذه الدول جمدت مشاركتها في تمويل وكالة #انروا بعد ان اتضح لها ان هناك مستخدمون بالوكالة الدولية منخرطون في اعمال ارهابية في مجزرة السابع من اكتوبر التي نفذتها #حماس! الولايات المتحدة بريطانيا التشيك هولندا فرنسا استراليا الاتحاد الاوربي كندا المانيا اليابان ايطاليا رومانيا نيوزلندا سويسرا استونيا النمسا ايسلندا فنلندا لاتفيا ليتوانيا	It seems that there are not a few countries that are not interested in financing the activities of rapists and murderers? These countries froze their participation in funding #UNRWA after it became clear to them that there were employees of the international agency involved in terrorist acts in the October 7 massacre carried out by #Hamas! United States Britain Czechia Netherlands France Australia European Union Canada Germany Japan Italy Romania New Zealand Switzerland Estonia Austria Iceland Finland Latvia Lithuania	يبدو ان ليس بعدد قليل من الدول غير معنية بتمويل نشاط مغتصبين وقتلى؟ هذه الدول جمدت مشاركتها في تمويل وكالة #انروا بعد ان اتضح لها ان هناك مستخدمون بالوكالة الدولية منخرطون في اعمال ارهابية في مجزرة السابع من اكتوبر التي نفذتها #حماس! الولايات المتحدة بريطانيا التشيك هولندا فرنسا استراليا الاتحاد الاوربي كندا المانيا اليابان ايطاليا رومانيا نيوزلندا سويسرا استونيا النمسا ايسلندا فنلندا لاتفيا ليتوانيا				
B10	Arabic	9280	IAA	كثّف الجيش الإسرائيلي لثلاثاء عملياته ضد حركة حماس الفلسطينية في جنوب قطاع غزة حيث أشار شهود إلى حدوث معارك عنيفة.	On Tuesday, the Israeli army intensified its operations against the Palestinian Hamas movement in the southern Gaza Strip, where witnesses indicated violent battles.	كثّف الجيش الإسرائيلي لثلاثاء عملياته ضد حركة حماس الفلسطينية في جنوب قطاع غزة حيث أشار شهود إلى حدوث معارك عنيفة.				
B10	Arabic	9365	IAA	➖ذكرت وسائل إعلام تابعة لحركة #حماس أن أكثر من 30 شخصا قتلوا وأصيب العشرات في قصف إسرائيلي لمخيم #جباليا في شمال.	➖Hamas media reported that more than 30 people were killed and dozens injured in an Israeli bombing of the Jabalia camp in the north.	➖ذكرت وسائل إعلام تابعة لحركة #حماس أن أكثر من 30 شخصا قتلوا وأصيب العشرات في قصف إسرائيلي لمخيم #جباليا في شمال.				
B10	Arabic	11756	IAA	وزير خارجية إيران يشدد على أن الأمور ستسوء إن لم يحصل الوقف المستدام لإطلاق النار في غزة شدد وزير خارجية إيران حسين أمير عبد اللهيان خلال اجتماعه مع رئيس حكومة تصريف الاعمال اللبنانية نجيب ميقاتي يوم الأربعاء في بيروت، على أن الأمور سوف تسوء إن لم يحصل الوقف المستدام لإطلاق النار في غزة. جاء ذلك بحسب الوكالة (الوطنية للإعلام) اللبنانية الرسمية خلال اجتماع ميقاتي مع عبد اللهيان تم خلاله عرض العلاقات الثنائية بين البلدين، والوضع في لبنان وغزة. وأكد الوزير الإيراني أن الهدنة في غزة لمدة 4 أيام أمر جيد ولكن الأهم من ذلك هو العمل للتوصل إلى وقف دائم لإطلاق النار. وقال "إن لم يحصل الوقف المستدام لإطلاق النار فستسوء الأمور، والمنطقة لن تعود إلى ما كانت عليه قبل الحرب". بدوره، أكد ميقاتي خلال الاجتماع ضرورة تكثيف الجهود للتوصل إلى وقف شامل لإطلاق النار ووقف العدوان الإسرائيلي على غزة، ومن ثم الانتقال إلى البحث في حل سلمي مستدام. ودعا الدول المؤثرة إلى الضغط على إسرائيل لوقف عدوانها على جنوب لبنان ووقف استهداف المدنيين والصحفيين بشكل خاص. وأعلنت إسرائيل وحماس في وقت سابق اليوم عن التوصل إلى اتفاق لهدنة إنسانية في قطاع غزة بوساطة قطرية ومصرية على أن تستمر لمدة أربعة أيام وتتضمن تبادل الإفراج عن رهائن ومعتقلين. وكان عبد اللهيان قد وصل اليوم إلى بيروت في زيارة هي الثانية من نوعها منذ اندلاع الحرب بين اسرائيل وحركة حماس في 7 أكتوبر الماضي. #فلسطين	Iranian Foreign Minister stresses that things will get worse if a sustainable ceasefire does not happen in Gaza. Iranian Foreign Minister Hossein Amir Abdullahian stressed during his meeting with Lebanese caretaker Prime Minister Najib Mikati on Wednesday in Beirut that things will get worse if a sustainable ceasefire does not happen. For shooting in Gaza. This came according to the official Lebanese National News Agency during a meeting between Mikati and Abdullahian, during which bilateral relations between the two countries and the situation in Lebanon and Gaza were presented. The Iranian minister stressed that the truce in Gaza for 4 days is a good thing, but what is more important is working to reach a permanent ceasefire. He said, "If a sustainable ceasefire does not happen, things will get worse, and the region will not return to what it was before the war." In turn, Mikati stressed during the meeting the need to intensify efforts to reach a comprehensive ceasefire and stop the Israeli aggression against Gaza, and then move to search for a sustainable peaceful solution. He called on influential countries to put pressure on Israel to stop its aggression against southern Lebanon and stop targeting civilians and journalists in particular. Israel and Hamas announced earlier today that they had reached an agreement for a humanitarian truce in the Gaza Strip, mediated by Qatar and Egypt, to last for four days and include the exchange of release of hostages and detainees. Abdullahian arrived in Beirut today on a visit, the second of its kind since the outbreak of war between Israel and Hamas on October 7th. #Palestine	وزير خارجية إيران يشدد على أن الأمور ستسوء إن لم يحصل الوقف المستدام لإطلاق النار في غزة شدد وزير خارجية إيران حسين أمير عبد اللهيان خلال اجتماعه مع رئيس حكومة تصريف الاعمال اللبنانية نجيب ميقاتي يوم الأربعاء في بيروت، على أن الأمور سوف تسوء إن لم يحصل الوقف المستدام لإطلاق النار في غزة. جاء ذلك بحسب الوكالة (الوطنية للإعلام) اللبنانية الرسمية خلال اجتماع ميقاتي مع عبد اللهيان تم خلاله عرض العلاقات الثنائية بين البلدين، والوضع في لبنان وغزة. وأكد الوزير الإيراني أن الهدنة في غزة لمدة 4 أيام أمر جيد ولكن الأهم من ذلك هو العمل للتوصل إلى وقف دائم لإطلاق النار. وقال "إن لم يحصل الوقف المستدام لإطلاق النار فستسوء الأمور، والمنطقة لن تعود إلى ما كانت عليه قبل الحرب". بدوره، أكد ميقاتي خلال الاجتماع ضرورة تكثيف الجهود للتوصل إلى وقف شامل لإطلاق النار ووقف العدوان الإسرائيلي على غزة، ومن ثم الانتقال إلى البحث في حل سلمي مستدام. ودعا الدول المؤثرة إلى الضغط على إسرائيل لوقف عدوانها على جنوب لبنان ووقف استهداف المدنيين والصحفيين بشكل خاص. وأعلنت إسرائيل وحماس في وقت سابق اليوم عن التوصل إلى اتفاق لهدنة إنسانية في قطاع غزة بوساطة قطرية ومصرية على أن تستمر لمدة أربعة أيام وتتضمن تبادل الإفراج عن رهائن ومعتقلين. وكان عبد اللهيان قد وصل اليوم إلى بيروت في زيارة هي الثانية من نوعها منذ اندلاع الحرب بين اسرائيل وحركة حماس في 7 أكتوبر الماضي. #فلسطين				
B10	Arabic	35905	IAA	🔵 مجلة فوربس تلغي حفلها "40 امرأة لعام 2023" الذي كان مقررا في 28 مارس بباريس، بعد جدل بشأن حضور الناشطة الفرنسية ذات الأصول الفلسطينية، #ريما_حسن، ضمن قائمة النساء المرشحات. 🔵 الناشطة الحقوقية أعلنت خبر الإلغاء عبر منصة "إكس"، وقالت إنه جاء "بسبب الضغط والترهيب في الأيام الأخيرة"، ونسبت "معظم هذا الضغط" إلى "الرجال الذين يعتقدون أنهم أقوياء ويرون أن كل شيء مباح أمامهم". 🔵 #فوربس أكدت خبر الإلغاء لصحيفة "لوباريزيان"، السبت، وبررته بـ"غياب الشروط اللازمة لضمان حسن سير الأمسية وكذلك سلامة الضيوف"، دون أن تكشف على المزيد من التفاصيل. 🔵 صحيفة "لوباريزيان" الفرنسية ذكرت أن اختيار ريما حسن ضمن قائمة فوربس أثار غضب العديد من المنظمات والشخصيات اليهودية التي تتهم ريما بمعاداة السامية. 🔵 بسبب تصريحات.. كانت الناشطة من أصل فلسطيني قد أثارت جدلا واسعا، وتحديدا بسبب مقطع يظهر أجوبة تبدو فيها كأنها تعطي الشرعية لما قامت به حماس في 7 أكتوبر، إلا أن ريما حسن تقول إن المقتطف المتداول لتصريحاتها مقطوع ويتم تداوله دون سياقه، وتؤكد أنها أدانت العمل الإرهابي الذي تقوم به حماس في سؤال آخر. #الحرة #الحقيقة_أولا	🔵 Forbes magazine cancels its “40 Women of 2023” ceremony, which was scheduled for March 28 in Paris, after controversy over the presence of the French activist of Palestinian origins, #Rima_Hassan, on the list of nominated women. 🔵 The human rights activist announced the news of the cancellation on the “X” platform, and said that it came “due to pressure and intimidation in recent days,” and attributed “most of this pressure” to “men who believe they are strong and see that everything is permissible for them.” 🔵 #Forbes confirmed the news of the cancellation to the “Le Parisien” newspaper, on Saturday, and justified it by “the absence of the necessary conditions to ensure the smooth running of the evening as well as the safety of the guests,” without revealing more details. 🔵 The French newspaper “Le Parisien” reported that Rima Hassan’s selection on Forbes’ list angered many Jewish organizations and figures who accuse Rima of anti-Semitism. 🔵 Because of statements... the activist of Palestinian origin had sparked widespread controversy, specifically because of a clip showing answers in which they seemed to give legitimacy to what Hamas did on October 7, but Rima Hassan says that the circulating excerpt of her statements is cut off and is being circulated without its context, and she confirms that she It condemned the terrorist act carried out by Hamas in another question. #Alhurra #TruthFirst	🔵 مجلة فوربس تلغي حفلها "40 امرأة لعام 2023" الذي كان مقررا في 28 مارس بباريس، بعد جدل بشأن حضور الناشطة الفرنسية ذات الأصول الفلسطينية، #ريما_حسن، ضمن قائمة النساء المرشحات. 🔵 الناشطة الحقوقية أعلنت خبر الإلغاء عبر منصة "إكس"، وقالت إنه جاء "بسبب الضغط والترهيب في الأيام الأخيرة"، ونسبت "معظم هذا الضغط" إلى "الرجال الذين يعتقدون أنهم أقوياء ويرون أن كل شيء مباح أمامهم". 🔵 #فوربس أكدت خبر الإلغاء لصحيفة "لوباريزيان"، السبت، وبررته بـ"غياب الشروط اللازمة لضمان حسن سير الأمسية وكذلك سلامة الضيوف"، دون أن تكشف على المزيد من التفاصيل. 🔵 صحيفة "لوباريزيان" الفرنسية ذكرت أن اختيار ريما حسن ضمن قائمة فوربس أثار غضب العديد من المنظمات والشخصيات اليهودية التي تتهم ريما بمعاداة السامية. 🔵 بسبب تصريحات.. كانت الناشطة من أصل فلسطيني قد أثارت جدلا واسعا، وتحديدا بسبب مقطع يظهر أجوبة تبدو فيها كأنها تعطي الشرعية لما قامت به حماس في 7 أكتوبر، إلا أن ريما حسن تقول إن المقتطف المتداول لتصريحاتها مقطوع ويتم تداوله دون سياقه، وتؤكد أنها أدانت العمل الإرهابي الذي تقوم به حماس في سؤال آخر. #الحرة #الحقيقة_أولا				
B10	Arabic	40049	IAA	وول ستريت جورنال: تقديم عرض جديد لـ #إسرائيل وحركة حماس، ينص على وقف إطلاق النار لمدة 4 أشهر في قطاع #غزة مقابل إطلاق سراح جميع الأسرى الإسرائيليين http://v.aa.com.tr/3121362:=:https://v.aa.com.tr/3121362	Wall Street Journal: A new offer is presented to #Israel and Hamas, stipulating a 4-month ceasefire in the #Gaza Strip in exchange for the release of all Israeli prisoners http://v.aa.com.tr/3121362 :=:https:/ /v.aa.com.tr/3121362	وول ستريت جورنال: تقديم عرض جديد لـ #إسرائيل وحركة حماس، ينص على وقف إطلاق النار لمدة 4 أشهر في قطاع #غزة مقابل إطلاق سراح جميع الأسرى الإسرائيليين http://v.aa.com.tr/3121362:=:https://v.aa.com.tr/3121362				
B10	Arabic	40813	IAA	رئيس الاستخبارات التركية يلتقي إسماعيل هنية	The head of Turkish intelligence meets with Ismail Haniyeh	رئيس الاستخبارات التركية يلتقي إسماعيل هنية				
B10	French	516	IAA	«Atteinte à l'humanité», «moment difficile mais nécessaire», «révoltant»: des députés expriment leur émotion après la projection à l'Assemblée nationale d'un film montrant les massacres commis par des commandos du Hamas le 7 octobre sur le sol israélien #Israel #Hamas #Attaquedu7octobre #AssembleeNationale	“Attack on humanity”, “difficult but necessary moment”, “revolting”: deputies express their emotion after the screening in the National Assembly of a film showing the massacres committed by Hamas commandos on October 7 on the Israeli soil #Israel #Hamas #October7Attack #NationalAssembly	"هجوم على الإنسانية"، "لحظة صعبة ولكن ضرورية"، "مقززة": نواب يعبرون عن انفعالهم بعد عرض فيلم في الجمعية الوطنية يظهر المجازر التي ارتكبتها قوات كوماندوز حماس في 7 تشرين الأول/أكتوبر على الأراضي الإسرائيلية #إسرائيل #حماس # هجوم 7 أكتوبر على #التجمع_الوطني				
B10	French	526	IAA	Alors que l’armée israélienne continue de frapper la bande de Gaza, Bernard de La Villardière est parti à la rencontre de ces Gazaouis qui travaillaient en Israël et qui ne peuvent plus rentrer chez eux à cause de la guerre. « Hamas : l’organisation terroriste qui veut détruire Israël » 📺 #EnquêteExclusive, à retrouver sur 6play	While the Israeli army continues to strike the Gaza Strip, Bernard de La Villardière went to meet these Gazans who worked in Israel and who can no longer return home because of the war. “Hamas: the terrorist organization that wants to destroy Israel” 📺 #ExclusiveInvestigation, to be found on 6play	بينما يواصل الجيش الإسرائيلي ضرب قطاع غزة، ذهب برنارد دي لا فيلارديير للقاء هؤلاء الغزيين الذين عملوا في إسرائيل والذين لم يعد بإمكانهم العودة إلى ديارهم بسبب الحرب. "حماس: المنظمة الإرهابية التي تريد تدمير إسرائيل" 📺 #تحقيق_حصري تجدونه على 6play				
B10	French	682	IAA	« Mais quel être humain se lève le matin et décide d’aller dans un festival et de tuer tout le monde ? » Le docu ‘Hamas, du sang et des armes’, c’est ce mardi soir à 20h05 sur #Tipik et RTBF Auvio.	“But what human being gets up in the morning and decides to go to a festival and kill everyone? » The documentary ‘Hamas, blood and weapons’ is this Tuesday evening at 8:05 p.m. on #Tipik and RTBF Auvio.	"ولكن أي إنسان يستيقظ في الصباح ويقرر الذهاب إلى مهرجان ويقتل الجميع؟ » الفيلم الوثائقي "حماس والدم والسلاح" يعرض مساء اليوم الثلاثاء الساعة 8:05 مساءً على #Tipik وRTBF Auvio.				
B10	French	744	IAA	▶ ️#Gaza - 24 soldats israéliens tués le même jour Analyses et décryptages de Justine Frayssinet dans Les Indispensables 📌 #24hPujadas #LCI #La26 ⤵	▶ ️#Gaza - 24 Israeli soldiers killed on the same day Analysis and decryption by Justine Frayssinet in Les Indispensables 📌 #24hPujadas #LCI #La26 ⤵	◀ ️#غزة - مقتل 24 جنديًا إسرائيليًا في نفس اليوم تحليل وفك التشفير لجوستين فرايسينيه في فيلم Les Indispensables 📌 #24hPujadas #LCI #La26 ⤵				
B10	French	1112	IAA	À l’université Brown, 18 étudiants ont été arrêtés après avoir occupé le bureau de la direction pour refuser que leur fac reçoive de l’argent d’entreprises qui soutiennent Israël.	At Brown University, 18 students were arrested after occupying the principal's office to refuse to allow their college to receive money from companies that support Israel.	وفي جامعة براون، تم اعتقال 18 طالبا بعد أن احتلوا مكتب مدير الجامعة لرفض السماح لكليتهم بتلقي أموال من الشركات التي تدعم إسرائيل.				
B10	French	2363	IAA	L'assassinat de Saleh #AlArouri ravive les risques d'un embrasement de la région	The assassination of Saleh #AlArouri revives the risks of a conflagration in the region	اغتيال صالح #العاروري يحيي مخاطر اشتعال المنطقة				
B10	French	2408	IAA	Une libération confirmée par la Croix-Rouge	A release confirmed by the Red Cross	بيان أكده الصليب الأحمر				
B10	French	2433	IAA	🔴 La trêve entre #Israel et le #Hamas est prolongée jusqu'à jeudi 5 h GMT. Onze otages israéliens retenus dans la bande de #Gaza et 33 prisonniers palestiniens ont été libérés au cours de la nuit de lundi à mardi. Le point sur la situation ⤵️	🔴 The truce between #Israel and #Hamas is extended until Thursday 5 a.m. GMT. Eleven Israeli hostages held in the #Gaza Strip and 33 Palestinian prisoners were released overnight from Monday to Tuesday. Update on the situation ⤵️	🔴 تمديد التهدئة بين #إسرائيل و #حماس حتى الخميس الساعة 5 صباحًا بتوقيت جرينتش. تم إطلاق سراح 11 رهينة إسرائيليًا كانوا محتجزين في قطاع غزة و33 أسيرًا فلسطينيًا خلال ليلة الاثنين وحتى الثلاثاء. تحديث للحالة ⤵️				
B10	French	2451	IAA	Ori Megidish a été prise en otage par le Hamas le 7 octobre. Elle a un message pour le monde.	Ori Megidish was taken hostage by Hamas on October 7. She has a message for the world.	واحتجزت حماس أوري مجيديش كرهينة في 7 أكتوبر. لديها رسالة للعالم.				
B10	French	2494	IAA	Leur longueur totale ferait près de 500 km... Nous avons pu constater sur place le gigantisme et la complexité de ces infrastructures ➡️ https://l.leparisien.fr/PoN9:=:https://www.leparisien.fr/international/israel/au-coeur-des-tunnels-sous-la-bande-de-gaza-symboles-de-la-guerre-dusure-entre-israel-et-le-hamas-27-12-2023-PDS3VD2EBRDKZJD2V2EYYJUMC4.php	Their total length would be nearly 500 km... We were able to see on site the gigantism and complexity of these infrastructures ➡️ https://l.leparisien.fr/PoN9:=:https://www.leparisien.fr/ international/israel/in-the-heart-of-the-tunnels-under-the-gaza-strip-symbols-of-the-war-of-attrition-between-israel-and-hamas-12-27-2023-PDS3VD2EBRDKZJD2V2EYYJUMC4. php	سيكون طولها الإجمالي حوالي 500 كيلومتر... لقد تمكنا من رؤية ضخامة وتعقيد هذه البنى التحتية في الموقع ➡️ https://l.leparisien.fr/PoN9:=:https://www.leparisien.fr/ دولي/إسرائيل/في-قلب-الأنفاق-تحت-قطاع-غزة-رموز-حرب-الاستنزاف-بين-إسرائيل-و-حماس-12-27-2023- PDS3VD2EBRDKZJD2V2EYYJUMC4.php				
B10	French	2520	IAA	Treize otages ont été libérés vendredi par le Hamas dans le cadre d'un accord avec Israël, qui a libéré 39 femmes et enfants palestiniens détenus dans ses prisons. De nouvelles libérations sont attendues ce samedi. LCI fait le point.	Thirteen hostages were released Friday by Hamas as part of a deal with Israel, which freed 39 Palestinian women and children held in its prisons. Further releases are expected this Saturday. LCI takes stock.	أفرجت حركة حماس الجمعة عن 13 رهينة في إطار صفقة مع إسرائيل، التي أفرجت عن 39 امرأة وطفلا فلسطينيا محتجزين في سجونها. ومن المتوقع صدور المزيد من الإصدارات هذا السبت. تقوم LCI بالجرد.				
B10	French	2532	IAA	Le #Hamas palestinien a admis dimanche pour la première fois des "erreurs" ayant provoqué la mort de civils pendant son attaque contre #Israël le 7 octobre, qui a déclenché une guerre dans la bande de #Gaza où le bilan humain a dépassé les 25 000 morts ⤵️	Palestinian #Hamas admitted on Sunday for the first time to "errors" that caused the deaths of civilians during its attack on #Israel on October 7, which sparked a war in the #Gaza Strip where the human toll exceeded 25 000 deaths ⤵️	اعترفت #حركة_حماس الفلسطينية، اليوم الأحد، للمرة الأولى بارتكاب "أخطاء" أدت إلى مقتل مدنيين خلال هجومها على إسرائيل في 7 تشرين الأول/أكتوبر، والذي أشعل فتيل حرب في قطاع غزة حيث تجاوزت الحصيلة البشرية 25 ألف قتيل ⤵️				
